token,pos
rates,NOUN
.,PUNCT
Two,NUM
"
  ",SPACE
further,ADJ
pacts,NOUN
are,AUX
likely,ADJ
this,DET
month,NOUN
over,ADP
the,DET
next,ADJ
two,NUM
weeks,NOUN
.,PUNCT
"
      ",SPACE
The,DET
Bundesbank,PROPN
is,AUX
currently,ADV
steering,VERB
call,VERB
money,NOUN
between,ADP
3.6,NUM
"
  ",SPACE
and,CCONJ
3.8,NUM
pct,NOUN
",",PUNCT
although,SCONJ
short,ADJ
-,PUNCT
term,NOUN
fluctuations,NOUN
outside,ADP
that,SCONJ
"
  ",SPACE
range,NOUN
are,AUX
possible,ADJ
",",PUNCT
dealers,NOUN
said,VERB
.,PUNCT
"
  

",SPACE
VIEILLE,PROPN
MONTAGNE,PROPN
SAYS,VERB
1986,NUM
CONDITIONS,PROPN
UNFAVOURABLE,NOUN
"
  ",SPACE
A,DET
sharp,ADJ
fall,NOUN
in,ADP
the,DET
dollar,NOUN
price,NOUN
of,ADP
"
  ",SPACE
zinc,NOUN
and,CCONJ
the,DET
depreciation,NOUN
of,ADP
the,DET
U.S.,PROPN
Currency,PROPN
created,VERB
"
  ",SPACE
unfavourable,ADJ
economic,ADJ
conditions,NOUN
for,ADP
Vieille,PROPN
Montagne,PROPN
SA,PROPN
"
  ",SPACE
&,CCONJ
lt;VMNB.BR,NOUN
>,PUNCT
in,ADP
1986,NUM
.,PUNCT
"
      ",SPACE
It,PRON
said,VERB
in,ADP
a,DET
statement,NOUN
that,SCONJ
the,DET
two,NUM
factors,NOUN
led,VERB
to,ADP
a,DET
"
  ",SPACE
squeeze,NOUN
on,ADP
refining,VERB
margins,NOUN
and,CCONJ
an,DET
18.24,NUM
pct,NOUN
fall,NOUN
in,ADP
sales,NOUN
and,CCONJ
"
  ",SPACE
services,NOUN
income,NOUN
despite,SCONJ
an,DET
unchanged,ADJ
level,NOUN
of,ADP
activity,NOUN
.,PUNCT
"
      ",SPACE
Vieille,PROPN
Montagne,PROPN
",",PUNCT
which,PRON
is,AUX
actively,ADV
pursuing,VERB
a,DET
"
  ",SPACE
restructuring,NOUN
program,NOUN
",",PUNCT
reported,VERB
a,DET
198,NUM
mln,NUM
franc,NOUN
net,ADJ
loss,NOUN
",",PUNCT
after,ADP
"
  ",SPACE
187,NUM
mln,NUM
francs,NOUN
in,ADP
provisions,NOUN
for,ADP
the,DET
closure,NOUN
of,ADP
an,DET
electrolysis,NOUN
"
  ",SPACE
plant,NOUN
",",PUNCT
compared,VERB
with,ADP
a,DET
250,NUM
mln,NUM
franc,NOUN
net,ADJ
profit,NOUN
in,ADP
1985,NUM
.,PUNCT
"
  

",SPACE
U.K.,PROPN
MONEY,NOUN
MARKET,NOUN
DEFICIT,NOUN
FORECAST,NOUN
AT,ADP
250,NUM
MLN,NUM
STG,PROPN
"
  ",SPACE
The,DET
Bank,PROPN
of,ADP
England,PROPN
said,VERB
it,PRON
forecast,VERB
a,DET
"
  ",SPACE
shortage,NOUN
of,ADP
around,ADV
250,NUM
mln,NUM
stg,NOUN
in,ADP
the,DET
money,NOUN
market,NOUN
today,NOUN
.,PUNCT
"
      ",SPACE
Among,ADP
the,DET
main,ADJ
factors,NOUN
affecting,VERB
liquidity,NOUN
",",PUNCT
bills,NOUN
maturing,VERB
"
  ",SPACE
in,ADP
official,ADJ
hands,NOUN
and,CCONJ
the,DET
take,NOUN
-,PUNCT
up,NOUN
of,ADP
treasury,PROPN
bills,NOUN
will,AUX
drain,VERB
"
  ",SPACE
some,DET
505,NUM
mln,NUM
stg,NOUN
",",PUNCT
while,SCONJ
bills,NOUN
for,ADP
repurchase,NOUN
by,ADP
the,DET
market,NOUN
will,AUX
"
  ",SPACE
remove,VERB
around,ADV
194,NUM
mln,NOUN
.,PUNCT
In,ADP
addition,NOUN
",",PUNCT
a,DET
rise,NOUN
in,ADP
note,NOUN
circulation,NOUN
"
  ",SPACE
and,CCONJ
bankers,NOUN
',PART
balances,NOUN
below,ADP
target,NOUN
will,AUX
each,PRON
drain,VERB
around,ADP
110,NUM
"
  ",SPACE
mln,NUM
stg,NOUN
.,PUNCT
"
      ",SPACE
Partly,ADV
offsetting,VERB
these,DET
outflows,NOUN
",",PUNCT
exchequer,PROPN
transactions,NOUN
"
  ",SPACE
will,AUX
add,VERB
some,DET
690,NUM
mln,NUM
stg,NOUN
to,ADP
the,DET
system,NOUN
today,NOUN
.,PUNCT
"
  

",SPACE
BOWATER,PROPN
1986,NUM
PRETAX,PROPN
PROFITS,NOUN
RISE,VERB
15.6,NUM
MLN,NUM
STG,PROPN
"
  ",SPACE
Shr,NOUN
27.7p,NUM
vs,ADP
20.7p,NUM
"
      ",SPACE
Div,PROPN
6.0p,NUM
vs,ADP
5.5p,NUM
making,VERB
10.0p,PRON
vs,ADP
9.25p,PROPN
"
      ",SPACE
Turnover,PROPN
1.34,NUM
billion,NUM
stg,NOUN
vs,ADP
1.29,NUM
billion,NUM
"
      ",SPACE
Pretax,ADJ
profit,NOUN
48.0,NUM
mln,NOUN
vs,ADP
32.4,NUM
mln,NOUN
"
      ",SPACE
Tax,PROPN
14.4,NUM
mln,NOUN
vs,ADP
6.9,NUM
mln,NUM
"
      ",SPACE
Company,PROPN
name,NOUN
is,AUX
Bowater,PROPN
Industries,PROPN
Plc,PROPN
&,CCONJ
lt;BWTR.L,PROPN
>,PUNCT
"
      ",SPACE
Trading,NOUN
profit,NOUN
63.4,NUM
mln,NOUN
vs,ADP
45.1,NUM
mln,NUM
"
      ",SPACE
Trading,NOUN
profit,NOUN
includes,VERB
-,PUNCT
"
      ",SPACE
Packaging,NOUN
and,CCONJ
associated,ADJ
products,NOUN
23.2,NUM
mln,NOUN
vs,ADP
14.2,NUM
mln,NOUN
"
      ",SPACE
Merchanting,PROPN
and,CCONJ
services,NOUN
18.4,NUM
mln,NOUN
vs,ADP
9.6,NUM
mln,NOUN
"
      ",SPACE
Tissue,NOUN
and,CCONJ
timber,NOUN
products,NOUN
9.0,NUM
mln,NOUN
vs,ADP
5.8,NUM
mln,NOUN
"
      ",SPACE
Interest,NOUN
debit,NOUN
15.4,NUM
mln,NOUN
vs,ADP
12.7,NUM
mln,NOUN
"
      ",SPACE
Minority,NOUN
interests,NOUN
7.0,NUM
mln,NOUN
debit,NOUN
vs,ADP
6.2,NUM
mln,NUM
debit,NOUN
"
      ",SPACE
Extraordinary,ADJ
items,NOUN
15.4,NUM
mln,NUM
credit,NOUN
vs,ADP
11.9,NUM
mln,NUM
debit,NOUN
"
  

",SPACE
MONIER,PROPN
SAYS,VERB
BRITAIN,PROPN
'S,PART
REDLAND,PROPN
MAY,AUX
BID,VERB
FOR,ADP
IT,PROPN
"
  ",SPACE
Diversified,VERB
building,NOUN
materials,NOUN
group,NOUN
"
  ",SPACE
Monier,PROPN
Ltd,PROPN
&,CCONJ
lt;MNRA.S,PROPN
>,X
said,VERB
talks,NOUN
are,AUX
taking,VERB
place,NOUN
which,PRON
may,AUX
lead,VERB
"
  ",SPACE
to,ADP
Britain,PROPN
's,PART
Redland,PROPN
Plc,PROPN
&,CCONJ
lt;RDLD.L,PROPN
>,X
making,VERB
an,DET
offer,NOUN
for,ADP
the,DET
"
  ",SPACE
Monier,PROPN
shares,VERB
it,PRON
does,AUX
not,PART
already,ADV
hold,VERB
",",PUNCT
chairman,NOUN
Bill,PROPN
Locke,PROPN
"
  ",SPACE
said,VERB
.,PUNCT
"
      ",SPACE
Redland,PROPN
already,ADV
holds,VERB
about,ADP
49,NUM
pct,NOUN
of,ADP
Monier,PROPN
's,PART
156.28,NUM
mln,NOUN
"
  ",SPACE
issued,VERB
shares,NOUN
",",PUNCT
he,PRON
said,VERB
in,ADP
a,DET
brief,ADJ
notice,NOUN
to,ADP
the,DET
Australian,ADJ
"
  ",SPACE
Stock,PROPN
Exchange,PROPN
.,PUNCT
"
      ",SPACE
Locke,PROPN
said,VERB
shareholders,NOUN
would,AUX
be,AUX
advised,VERB
as,ADV
soon,ADV
as,SCONJ
the,DET
"
  ",SPACE
discussions,NOUN
progressed,VERB
and,CCONJ
recommended,VERB
that,SCONJ
they,PRON
keep,VERB
their,PRON
"
  ",SPACE
shares,NOUN
.,PUNCT
"
      ",SPACE
Monier,PROPN
shares,NOUN
were,AUX
trading,VERB
at,ADP
a,DET
1987,NUM
high,NOUN
of,ADP
3.10,NUM
dlrs,NOUN
"
  ",SPACE
today,NOUN
",",PUNCT
up,ADV
from,ADP
the,DET
previous,ADJ
peak,NOUN
of,ADP
2.80,NUM
at,ADP
yesterday,NOUN
's,PART
close,ADJ
",",PUNCT
"
  ",SPACE
and,CCONJ
well,ADV
above,ADP
the,DET
1987,NUM
low,NOUN
of,ADP
2.18,NUM
dlrs,NOUN
.,PUNCT
"
      ",SPACE
Monier,PROPN
is,AUX
the,DET
largest,ADJ
concrete,ADJ
roof,NOUN
tile,NOUN
manufacturer,NOUN
in,ADP
"
  ",SPACE
Australia,PROPN
",",PUNCT
the,DET
U.S.,PROPN
And,CCONJ
New,PROPN
Zealand,PROPN
and,CCONJ
the,DET
world,NOUN
's,PART
largest,ADJ
"
  ",SPACE
marketer,NOUN
of,ADP
fly,NOUN
ash,NOUN
",",PUNCT
according,VERB
to,ADP
its,PRON
annual,ADJ
report,NOUN
for,ADP
1985/86,NUM
"
  ",SPACE
ended,VERB
June,PROPN
30,NUM
.,PUNCT
"
      ",SPACE
It,PRON
recently,ADV
reported,VERB
first,ADJ
-,PUNCT
half,NOUN
1986/87,NUM
net,NOUN
fell,VERB
to,ADP
15.02,NUM
"
  ",SPACE
mln,NUM
dlrs,NOUN
from,ADP
17.09,NUM
mln,NUM
a,DET
year,NOUN
earlier,ADV
due,ADP
to,ADP
the,DET
Australian,ADJ
"
  ",SPACE
housing,NOUN
downturn,NOUN
",",PUNCT
although,SCONJ
foreign,ADJ
earnings,NOUN
rose,VERB
.,PUNCT
"
  

",SPACE
AUSTRALIAN,ADJ
FOREIGN,ADJ
SHIP,NOUN
BAN,NOUN
ENDS,VERB
BUT,CCONJ
NSW,PROPN
PORTS,NOUN
HIT,VERB
"
  ",SPACE
Tug,NOUN
crews,NOUN
in,ADP
New,PROPN
South,PROPN
Wales,PROPN
(,PUNCT
NSW,PROPN
),PUNCT
",",PUNCT
"
  ",SPACE
Victoria,PROPN
and,CCONJ
Western,PROPN
Australia,PROPN
yesterday,NOUN
lifted,VERB
their,PRON
ban,NOUN
on,ADP
"
  ",SPACE
foreign,ADJ
-,PUNCT
flag,NOUN
ships,NOUN
carrying,VERB
containers,NOUN
but,CCONJ
NSW,PROPN
ports,NOUN
are,AUX
still,ADV
"
  ",SPACE
being,AUX
disrupted,VERB
by,ADP
a,DET
separate,ADJ
dispute,NOUN
",",PUNCT
shipping,NOUN
sources,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
The,DET
ban,NOUN
",",PUNCT
imposed,VERB
a,DET
week,NOUN
ago,ADV
over,ADP
a,DET
pay,NOUN
claim,NOUN
",",PUNCT
had,AUX
prevented,VERB
"
  ",SPACE
the,DET
movement,NOUN
in,ADP
or,CCONJ
out,ADP
of,ADP
port,NOUN
of,ADP
nearly,ADV
20,NUM
vessels,NOUN
",",PUNCT
they,PRON
said,VERB
.,PUNCT
"
      ",SPACE
The,DET
pay,NOUN
dispute,NOUN
went,VERB
before,ADP
a,DET
hearing,NOUN
of,ADP
the,DET
Arbitration,PROPN
"
  ",SPACE
Commission,PROPN
today,NOUN
.,PUNCT
"
      ",SPACE
Meanwhile,ADV
",",PUNCT
disruption,NOUN
began,VERB
today,NOUN
to,ADP
cargo,NOUN
handling,NOUN
in,ADP
the,DET
"
  ",SPACE
ports,NOUN
of,ADP
Sydney,PROPN
",",PUNCT
Newcastle,PROPN
and,CCONJ
Port,PROPN
Kembla,PROPN
",",PUNCT
they,PRON
said,VERB
.,PUNCT
"
      ",SPACE
The,DET
industrial,ADJ
action,NOUN
at,ADP
the,DET
NSW,PROPN
ports,NOUN
is,AUX
part,NOUN
of,ADP
the,DET
week,NOUN
"
  ",SPACE
of,ADP
action,NOUN
called,VERB
by,ADP
the,DET
NSW,PROPN
Trades,PROPN
and,CCONJ
Labour,PROPN
Council,PROPN
to,PART
"
  ",SPACE
protest,NOUN
changes,NOUN
to,ADP
the,DET
state,NOUN
's,PART
workers,NOUN
',PART
compensation,NOUN
laws,NOUN
.,PUNCT
"
      ",SPACE
The,DET
shipping,NOUN
sources,NOUN
said,VERB
the,DET
various,ADJ
port,NOUN
unions,NOUN
appear,VERB
to,PART
"
  ",SPACE
be,AUX
taking,VERB
it,PRON
in,ADP
turn,NOUN
to,PART
work,VERB
for,ADP
a,DET
short,ADJ
time,NOUN
at,ADP
the,DET
start,NOUN
of,ADP
"
  ",SPACE
each,DET
shift,NOUN
and,CCONJ
then,ADV
to,PART
walk,VERB
off,ADV
.,PUNCT
"
      ",SPACE
Cargo,PROPN
handling,VERB
in,ADP
the,DET
ports,NOUN
has,AUX
been,AUX
disrupted,VERB
",",PUNCT
with,SCONJ
"
  ",SPACE
container,NOUN
movements,NOUN
most,ADV
affected,VERB
",",PUNCT
but,CCONJ
has,AUX
not,PART
stopped,VERB
"
  ",SPACE
altogether,ADV
",",PUNCT
they,PRON
said,VERB
.,PUNCT
"
      ",SPACE
They,PRON
said,VERB
they,PRON
could,AUX
not,PART
say,VERB
how,SCONJ
long,ADV
the,DET
disruption,NOUN
will,AUX
"
  ",SPACE
go,VERB
on,ADV
and,CCONJ
what,DET
effect,NOUN
it,PRON
will,AUX
have,VERB
on,ADP
shipping,NOUN
movements,NOUN
.,PUNCT
"
  

",SPACE
JAPAN,PROPN
TO,PART
REVISE,VERB
LONG,ADJ
-,PUNCT
TERM,NOUN
ENERGY,NOUN
DEMAND,NOUN
DOWNWARDS,VERB
"
  ",SPACE
The,DET
Ministry,PROPN
of,ADP
International,PROPN
Trade,PROPN
and,CCONJ
"
  ",SPACE
Industry,NOUN
(,PUNCT
MITI,PROPN
),PUNCT
will,AUX
revise,VERB
its,PRON
long,ADJ
-,PUNCT
term,NOUN
energy,NOUN
supply,NOUN
/,SYM
demand,NOUN
"
  ",SPACE
outlook,NOUN
by,ADP
August,PROPN
to,PART
meet,VERB
a,DET
forecast,NOUN
downtrend,NOUN
in,ADP
Japanese,ADJ
"
  ",SPACE
energy,NOUN
demand,NOUN
",",PUNCT
ministry,NOUN
officials,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
MITI,PROPN
is,AUX
expected,VERB
to,PART
lower,VERB
the,DET
projection,NOUN
for,ADP
primary,ADJ
energy,NOUN
"
  ",SPACE
supplies,NOUN
in,ADP
the,DET
year,NOUN
2000,NUM
to,ADP
550,NUM
mln,NUM
kilolitres,NOUN
(,PUNCT
kl,X
),PUNCT
from,ADP
600,NUM
"
  ",SPACE
mln,NOUN
",",PUNCT
they,PRON
said,VERB
.,PUNCT
"
      ",SPACE
The,DET
decision,NOUN
follows,VERB
the,DET
emergence,NOUN
of,ADP
structural,ADJ
changes,NOUN
in,ADP
"
  ",SPACE
Japanese,ADJ
industry,NOUN
following,VERB
the,DET
rise,NOUN
in,ADP
the,DET
value,NOUN
of,ADP
the,DET
yen,NOUN
"
  ",SPACE
and,CCONJ
a,DET
decline,NOUN
in,ADP
domestic,ADJ
electric,ADJ
power,NOUN
demand,NOUN
.,PUNCT
"
      ",SPACE
MITI,PROPN
is,AUX
planning,VERB
to,PART
work,VERB
out,ADP
a,DET
revised,VERB
energy,NOUN
supply,NOUN
/,SYM
demand,NOUN
"
  ",SPACE
outlook,NOUN
through,ADP
deliberations,NOUN
of,ADP
committee,NOUN
meetings,NOUN
of,ADP
the,DET
"
  ",SPACE
Agency,PROPN
of,ADP
Natural,PROPN
Resources,PROPN
and,CCONJ
Energy,PROPN
",",PUNCT
the,DET
officials,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
They,PRON
said,VERB
MITI,PROPN
will,AUX
also,ADV
review,VERB
the,DET
breakdown,NOUN
of,ADP
energy,NOUN
"
  ",SPACE
supply,NOUN
sources,NOUN
",",PUNCT
including,VERB
oil,NOUN
",",PUNCT
nuclear,ADJ
",",PUNCT
coal,NOUN
and,CCONJ
natural,ADJ
gas,NOUN
.,PUNCT
"
      ",SPACE
Nuclear,ADJ
energy,NOUN
provided,VERB
the,DET
bulk,NOUN
of,ADP
Japan,PROPN
's,PART
electric,ADJ
power,NOUN
"
  ",SPACE
in,ADP
the,DET
fiscal,ADJ
year,NOUN
ended,VERB
March,PROPN
31,NUM
",",PUNCT
supplying,VERB
an,DET
estimated,ADJ
27,NUM
"
  ",SPACE
pct,NOUN
on,ADP
a,DET
kilowatt,NOUN
/,SYM
hour,NOUN
basis,NOUN
",",PUNCT
followed,VERB
by,ADP
oil,NOUN
(,PUNCT
23,NUM
pct,NOUN
),PUNCT
and,CCONJ
"
  ",SPACE
liquefied,VERB
natural,ADJ
gas,NOUN
(,PUNCT
21,NUM
pct,NOUN
),PUNCT
",",PUNCT
they,PRON
noted,VERB
.,PUNCT
"
  

",SPACE
CHINA,PROPN
DAILY,PROPN
SAYS,VERB
VERMIN,PROPN
EAT,VERB
7,NUM
-,SYM
12,NUM
PCT,NOUN
GRAIN,NOUN
STOCKS,NOUN
"
  ",SPACE
A,DET
survey,NOUN
of,ADP
19,NUM
provinces,NOUN
and,CCONJ
seven,NUM
cities,NOUN
"
  ",SPACE
showed,VERB
vermin,NOUN
consume,VERB
between,ADP
seven,NUM
and,CCONJ
12,NUM
pct,NOUN
of,ADP
China,PROPN
's,PART
grain,NOUN
"
  ",SPACE
stocks,NOUN
",",PUNCT
the,DET
China,PROPN
Daily,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
It,PRON
also,ADV
said,VERB
that,SCONJ
each,DET
year,NOUN
1.575,NUM
mln,NUM
tonnes,NOUN
",",PUNCT
or,CCONJ
25,NUM
pct,NOUN
",",PUNCT
of,ADP
"
  ",SPACE
China,PROPN
's,PART
fruit,NOUN
output,NOUN
are,AUX
left,VERB
to,PART
rot,VERB
",",PUNCT
and,CCONJ
2.1,NUM
mln,NUM
tonnes,NOUN
",",PUNCT
or,CCONJ
up,ADP
"
  ",SPACE
to,ADP
30,NUM
pct,NOUN
",",PUNCT
of,ADP
its,PRON
vegetables,NOUN
.,PUNCT
The,DET
paper,NOUN
blamed,VERB
the,DET
waste,NOUN
on,ADP
"
  ",SPACE
inadequate,ADJ
storage,NOUN
and,CCONJ
bad,ADJ
preservation,NOUN
methods,NOUN
.,PUNCT
"
      ",SPACE
It,PRON
said,VERB
the,DET
government,NOUN
had,AUX
launched,VERB
a,DET
national,ADJ
programme,NOUN
to,PART
"
  ",SPACE
reduce,VERB
waste,NOUN
",",PUNCT
calling,VERB
for,ADP
improved,ADJ
technology,NOUN
in,ADP
storage,NOUN
and,CCONJ
"
  ",SPACE
preservation,NOUN
",",PUNCT
and,CCONJ
greater,ADJ
production,NOUN
of,ADP
additives,NOUN
.,PUNCT
The,DET
paper,NOUN
"
  ",SPACE
gave,VERB
no,DET
further,ADJ
details,NOUN
.,PUNCT
"
  

",SPACE
THAI,ADJ
TRADE,NOUN
DEFICIT,NOUN
WIDENS,VERB
IN,ADP
FIRST,ADJ
QUARTER,PROPN
"
  ",SPACE
Thailand,PROPN
's,PART
trade,NOUN
deficit,NOUN
widened,VERB
to,ADP
4.5,NUM
"
  ",SPACE
billion,NUM
baht,NOUN
in,ADP
the,DET
first,ADJ
quarter,NOUN
of,ADP
1987,NUM
from,ADP
2.1,NUM
billion,NUM
a,PRON
"
  ",SPACE
year,NOUN
ago,ADV
",",PUNCT
the,DET
Business,PROPN
Economics,PROPN
Department,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
It,PRON
said,VERB
Janunary,PROPN
/,SYM
March,PROPN
imports,NOUN
rose,VERB
to,ADP
65.1,NUM
billion,NUM
baht,NOUN
"
  ",SPACE
from,ADP
58.7,NUM
billion,NUM
.,PUNCT
Thailand,PROPN
's,PART
improved,ADJ
business,NOUN
climate,NOUN
this,PRON
"
  ",SPACE
year,NOUN
resulted,VERB
in,ADP
a,DET
27,NUM
pct,NOUN
increase,NOUN
in,ADP
imports,NOUN
of,ADP
raw,ADJ
materials,NOUN
"
  ",SPACE
and,CCONJ
semi,ADJ
-,ADJ
finished,ADJ
products,NOUN
.,PUNCT
"
      ",SPACE
The,DET
country,NOUN
's,PART
oil,NOUN
import,NOUN
bill,NOUN
",",PUNCT
however,ADV
",",PUNCT
fell,VERB
23,NUM
pct,NOUN
in,ADP
the,DET
"
  ",SPACE
first,ADJ
quarter,NOUN
due,ADP
to,ADP
lower,ADJ
oil,NOUN
prices,NOUN
.,PUNCT
"
      ",SPACE
The,DET
department,NOUN
said,VERB
first,ADJ
quarter,NOUN
exports,NOUN
expanded,VERB
to,ADP
60.6,NUM
"
  ",SPACE
billion,NUM
baht,NOUN
from,ADP
56.6,NUM
billion,NUM
.,PUNCT
"
      ",SPACE
Export,NOUN
growth,NOUN
was,AUX
smaller,ADJ
than,SCONJ
expected,VERB
due,ADJ
to,PART
lower,ADJ
"
  ",SPACE
earnings,NOUN
from,ADP
many,ADJ
key,ADJ
commodities,NOUN
including,VERB
rice,NOUN
whose,DET
"
  ",SPACE
earnings,NOUN
declined,VERB
18,NUM
pct,NOUN
",",PUNCT
maize,NOUN
66,NUM
pct,NOUN
",",PUNCT
sugar,NOUN
45,NUM
pct,NOUN
",",PUNCT
tin,NOUN
26,NUM
"
  ",SPACE
pct,NOUN
and,CCONJ
canned,VERB
pineapples,NOUN
seven,NUM
pct,NOUN
.,PUNCT
"
      ",SPACE
Products,PROPN
registering,VERB
high,ADJ
export,NOUN
growth,NOUN
were,AUX
jewellery,NOUN
up,ADP
"
  ",SPACE
64,NUM
pct,NOUN
",",PUNCT
clothing,NOUN
57,NUM
pct,NOUN
and,CCONJ
rubber,NOUN
35,NUM
pct,NOUN
.,PUNCT
"
  

",SPACE
ASIAN,PROPN
EXPORTERS,PROPN
FEAR,VERB
DAMAGE,NOUN
FROM,ADP
U.S.-JAPAN,PROPN
RIFT,PROPN
"
  ",SPACE
Mounting,VERB
trade,NOUN
friction,NOUN
between,ADP
the,DET
"
  ",SPACE
U.S.,PROPN
And,CCONJ
Japan,PROPN
has,AUX
raised,VERB
fears,NOUN
among,ADP
many,ADJ
of,ADP
Asia,PROPN
's,PART
exporting,VERB
"
  ",SPACE
nations,NOUN
that,PRON
the,DET
row,NOUN
could,AUX
inflict,VERB
far,ADV
-,PUNCT
reaching,VERB
economic,ADJ
"
  ",SPACE
damage,NOUN
",",PUNCT
businessmen,NOUN
and,CCONJ
officials,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
They,PRON
told,VERB
Reuter,PROPN
correspondents,NOUN
in,ADP
Asian,ADJ
capitals,NOUN
a,DET
U.S.,PROPN
"
  ",SPACE
Move,NOUN
against,ADP
Japan,PROPN
might,AUX
boost,VERB
protectionist,ADJ
sentiment,NOUN
in,ADP
the,DET
"
  ",SPACE
U.S.,PROPN
And,CCONJ
lead,VERB
to,ADP
curbs,NOUN
on,ADP
American,ADJ
imports,NOUN
of,ADP
their,PRON
products,NOUN
.,PUNCT
"
      ",SPACE
But,CCONJ
some,DET
exporters,NOUN
said,VERB
that,SCONJ
while,SCONJ
the,DET
conflict,NOUN
would,AUX
hurt,VERB
"
  ",SPACE
them,PRON
in,ADP
the,DET
long,ADV
-,PUNCT
run,NOUN
",",PUNCT
in,ADP
the,DET
short,ADJ
-,PUNCT
term,NOUN
Tokyo,PROPN
's,PART
loss,NOUN
might,AUX
be,AUX
"
  ",SPACE
their,PRON
gain,NOUN
.,PUNCT
"
      ",SPACE
The,DET
U.S.,PROPN
Has,AUX
said,VERB
it,PRON
will,AUX
impose,VERB
300,NUM
mln,NUM
dlrs,NOUN
of,ADP
tariffs,NOUN
on,ADP
"
  ",SPACE
imports,NOUN
of,ADP
Japanese,ADJ
electronics,NOUN
goods,NOUN
on,ADP
April,PROPN
17,NUM
",",PUNCT
in,ADP
"
  ",SPACE
retaliation,NOUN
for,ADP
Japan,PROPN
's,PART
alleged,ADJ
failure,NOUN
to,PART
stick,VERB
to,ADP
a,DET
pact,NOUN
not,PART
"
  ",SPACE
to,PART
sell,VERB
semiconductors,NOUN
on,ADP
world,NOUN
markets,NOUN
at,ADP
below,ADP
cost,NOUN
.,PUNCT
"
      ",SPACE
Unofficial,ADJ
Japanese,ADJ
estimates,NOUN
put,VERB
the,DET
impact,NOUN
of,ADP
the,DET
tariffs,NOUN
"
  ",SPACE
at,ADP
10,NUM
billion,NUM
dlrs,NOUN
and,CCONJ
spokesmen,NOUN
for,ADP
major,ADJ
electronics,NOUN
firms,NOUN
"
  ",SPACE
said,VERB
they,PRON
would,AUX
virtually,ADV
halt,VERB
exports,NOUN
of,ADP
products,NOUN
hit,VERB
by,ADP
the,DET
"
  ",SPACE
new,ADJ
taxes,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
We,PRON
would,AUX
n't,PART
be,AUX
able,ADJ
to,PART
do,VERB
business,NOUN
",",PUNCT
"""",PUNCT
said,VERB
a,DET
spokesman,NOUN
for,ADP
"
  ",SPACE
leading,VERB
Japanese,ADJ
electronics,NOUN
firm,NOUN
Matsushita,PROPN
Electric,PROPN
"
  ",SPACE
Industrial,PROPN
Co,PROPN
Ltd,PROPN
&,CCONJ
lt;MC.T,PROPN
>,PUNCT
.,PUNCT
"
      ",SPACE
"""",PUNCT
If,SCONJ
the,DET
tariffs,NOUN
remain,VERB
in,ADP
place,NOUN
for,ADP
any,DET
length,NOUN
of,ADP
time,NOUN
"
  ",SPACE
beyond,ADP
a,DET
few,ADJ
months,NOUN
it,PRON
will,AUX
mean,VERB
the,DET
complete,ADJ
erosion,NOUN
of,ADP
"
  ",SPACE
exports,NOUN
(,PUNCT
of,ADP
goods,NOUN
subject,ADJ
to,ADP
tariffs,NOUN
),PUNCT
to,ADP
the,DET
U.S.,PROPN
",",PUNCT
"""",PUNCT
said,VERB
Tom,PROPN
"
  ",SPACE
Murtha,PROPN
",",PUNCT
a,DET
stock,NOUN
analyst,NOUN
at,ADP
the,DET
Tokyo,PROPN
office,NOUN
of,ADP
broker,NOUN
&,CCONJ
lt;James,NOUN
"
  ",SPACE
Capel,PROPN
and,CCONJ
Co,PROPN
>,X
.,PUNCT
"
      ",SPACE
In,ADP
Taiwan,PROPN
",",PUNCT
businessmen,NOUN
and,CCONJ
officials,NOUN
are,AUX
also,ADV
worried,ADJ
.,PUNCT
"
      ",SPACE
"""",PUNCT
We,PRON
are,AUX
aware,ADJ
of,ADP
the,DET
seriousness,NOUN
of,ADP
the,DET
U.S.,PROPN
Threat,PROPN
against,ADP
"
  ",SPACE
Japan,PROPN
because,SCONJ
it,PRON
serves,VERB
as,ADP
a,DET
warning,NOUN
to,ADP
us,PRON
",",PUNCT
"""",PUNCT
said,VERB
a,DET
senior,ADJ
"
  ",SPACE
Taiwanese,ADJ
trade,NOUN
official,NOUN
who,PRON
asked,VERB
not,PART
to,PART
be,AUX
named,VERB
.,PUNCT
"
      ",SPACE
Taiwan,PROPN
had,VERB
a,DET
trade,NOUN
trade,NOUN
surplus,NOUN
of,ADP
15.6,NUM
billion,NUM
dlrs,NOUN
last,ADJ
"
  ",SPACE
year,NOUN
",",PUNCT
95,NUM
pct,NOUN
of,ADP
it,PRON
with,ADP
the,DET
U.S.,PROPN
"
      ",SPACE
The,DET
surplus,NOUN
helped,VERB
swell,VERB
Taiwan,PROPN
's,PART
foreign,ADJ
exchange,NOUN
reserves,NOUN
"
  ",SPACE
to,ADP
53,NUM
billion,NUM
dlrs,NOUN
",",PUNCT
among,ADP
the,DET
world,NOUN
's,PART
largest,ADJ
.,PUNCT
"
      ",SPACE
"""",PUNCT
